	cm_angle.dist_ctr2best.mean	cm_angle.dist_ctr2worst.mean	cm_angle.angle.mean	cm_angle.costs_runtime	cm_grad.mean	cm_grad.costs_runtime	disp.ratio_mean_02	disp.ratio_mean_05	disp.ratio_mean_10	disp.ratio_mean_25	disp.ratio_median_02	disp.ratio_median_05	disp.ratio_median_10	disp.ratio_median_25	disp.diff_mean_02	disp.diff_mean_05	disp.diff_mean_10	disp.diff_mean_25	disp.diff_median_02	disp.diff_median_05	disp.diff_median_10	disp.diff_median_25	disp.costs_runtime	ela_conv.conv_prob	ela_conv.lin_prob	ela_conv.lin_dev.orig	ela_conv.lin_dev.abs	ela_conv.costs_runtime	ela_curv.grad_norm.min	ela_curv.grad_norm.lq	ela_curv.grad_norm.mean	ela_curv.grad_norm.med	ela_curv.grad_norm.uq	ela_curv.grad_norm.max	ela_curv.grad_norm.sd	ela_curv.grad_scale.nas	ela_curv.hessian_cond.nas	ela_curv.costs_fun_evals	ela_curv.costs_runtime	ela_distr.skewness	ela_distr.kurtosis	ela_distr.number_of_peaks	ela_distr.costs_runtime	ela_level.mmce_lda_10	ela_level.mmce_qda_10	ela_level.mmce_mda_10	ela_level.lda_qda_10	ela_level.lda_mda_10	ela_level.qda_mda_10	ela_level.mmce_lda_25	ela_level.mmce_qda_25	ela_level.mmce_mda_25	ela_level.lda_qda_25	ela_level.lda_mda_25	ela_level.qda_mda_25	ela_level.mmce_lda_50	ela_level.mmce_qda_50	ela_level.mmce_mda_50	ela_level.lda_qda_50	ela_level.lda_mda_50	ela_level.qda_mda_50	ela_level.costs_runtime	ela_local.n_loc_opt.abs	ela_local.n_loc_opt.rel	ela_local.best2mean_contr.orig	ela_local.basin_sizes.avg_best	ela_local.basin_sizes.avg_non_best	ela_local.basin_sizes.avg_worst	ela_local.fun_evals.min	ela_local.fun_evals.lq	ela_local.fun_evals.mean	ela_local.fun_evals.median	ela_local.fun_evals.uq	ela_local.fun_evals.max	ela_local.fun_evals.sd	ela_local.costs_fun_evals	ela_local.costs_runtime	ela_meta.lin_simple.adj_r2	ela_meta.lin_simple.intercept	ela_meta.lin_simple.coef.min	ela_meta.lin_simple.coef.max	ela_meta.lin_simple.coef.max_by_min	ela_meta.lin_w_interact.adj_r2	ela_meta.quad_simple.adj_r2	ela_meta.quad_simple.cond	ela_meta.quad_w_interact.adj_r2	ela_meta.costs_runtime	ic.h.max	ic.eps.s	ic.eps.max	ic.eps.ratio	ic.m0	ic.costs_runtime	nbc.nn_nb.sd_ratio	nbc.nn_nb.mean_ratio	nbc.nn_nb.cor	nbc.dist_ratio.coeff_var	nbc.nb_fitness.cor	nbc.costs_runtime
13_50	0.34713691128958984	0.86871629555783	0.4583974183265652	0.003690036989216898	0.3927217987084859	0.004471544832937833	0.15448321393039707	0.0937738387519096	0.15332970901115647	0.17909373953629704	0.0802375068444321	0.058965956972844194	0.10543179020111429	0.12639556542418512	0.1544832139303993	0.09377383875190871	0.15332970901115675	0.17909373953629695	0.08023750684443144	0.05896595697284383	0.10543179020111523	0.1263955654241848	0.0023809524419978294	1.0	0.0	0.9999999896491849	1.000442333728726e-08	0.0014285714419251861	2.2470399097901564e-05	7.070055014151349e-07	7.929349939424484e-09	9.658077708627694e-08	1.607408936958614e-08	3.2861840933342824e-10	4.157922022905573e-10	0.0	0.0	1.0	0.0971606033647314	0.2334751356887877	0.007006632479890683	0.0	0.001049868801009369	0.7333333333333334	0.5999999999999999	0.6363636363636365	0.14171974522293	0.313510019392373	0.26627218934911223	0.6444444444444443	0.31944444444444453	0.410958904109589	0.42619542619542716	0.1461279461279457	0.08289241622574957	0.24050632911392394	0.1883116883116883	0.19607843137254902	0.1409369328493648	0.050746924428822435	0.245801526717557	0.11024608500308246	1.0	1.0	0.49873002515334697	0.0	0.8526785714285718	0.0	0.5232558139534884	0.44844720496894397	0.4725139733431608	0.45759368836291914	0.3872679045092839	0.2204610951008646	0.23825428606185323	0.4725139733431608	0.33073735106368746	0.605278581980751	7.211298923251656e-08	3.783274186644559e-09	8.181620160725683e-09	0.0015953991319282899	0.7897457659999553	0.7675366401355671	1.9988674103282884e-05	0.9860788110091254	0.0027972028486291933	0.7807519069697452	0.1420345489443386	4.239721366796996e-07	0.20227272727272766	0.3875000000000002	0.003663177925296214	0.9222020539702568	0.9612425257581586	0.867168813727824	0.06832557089871069	0.5019562952969092	0.008143322653004837
13_6	0.44003364590730676	0.7659832670946712	0.7887367381403748	0.0036900369784774777	0.5426058743282148	0.004878048881771216	0.18428885484775706	0.17672559936864604	0.1631768571301682	0.1355324279242601	0.08118851995105904	0.20081708583929475	0.14215552480396212	0.10693134107293165	0.18428885484775834	0.1767255993686452	0.1631768571301669	0.13553242792426073	0.08118851995105839	0.20081708583929542	0.1421555248039615	0.10693134107293065	0.00208333338025171	1.0	0.0	0.9999999904948782	9.158730244077028e-09	0.0013793103572759286	2.4725813243475665e-05	7.317404563873543e-07	7.981215572358863e-09	9.863915504632462e-08	1.5822807971748954e-08	3.1792918232211474e-10	3.5516775389226356e-10	0.0	0.0	1.0	0.06362023069011447	0.2193771097995098	0.004003296838242547	0.0	0.0013123359821647102	0.7999999999999998	0.44000000000000006	0.6060606060606062	0.24482484076433125	0.37478991596638644	0.19999999999999998	0.47777777777777775	0.375	0.3424657534246576	0.2504504504504497	0.12570869990224873	0.12186379928315413	0.18987341772151894	0.16233766233766236	0.15032679738562088	0.12658802177858458	0.05265377855887514	0.29453435114503795	0.05655480983574239	1.0	1.0	0.49925576011970574	0.0	0.8526785714285718	0.0	0.4883720930232558	0.32298136645962733	0.4211350654136724	0.4063116370808678	0.376657824933687	0.23559077809798273	0.26579685669712033	0.4211350654136724	0.27499568296050414	0.7386675814919418	5.9284381758004976e-08	6.935747505911333e-09	1.1056426624361164e-08	0.0010976179968801016	0.8442703460777514	0.8903539275964076	5.5907640146086684e-05	0.9926685728393154	0.0037296037846040403	0.7680044664115061	0.14395393474088364	5.877912312753322e-07	0.19090909090909136	0.4499999999999985	0.01584205518883634	0.7562389627701667	0.9350364933660218	0.7891438461849047	0.10685270736664043	0.5129674491445871	0.005537459432104196
13_7	0.23699158166005846	0.6108712380875205	0.7680053524305411	0.0029520295956692874	0.2733526337592053	0.004878048917263693	0.09571451851744235	0.1977996030881564	0.16773965566153412	0.24764867797547754	0.041630694965494604	0.1643068364635887	0.12851354893527403	0.1808244768833016	0.09571451851744363	0.1977996030881566	0.16773965566153162	0.24764867797547713	0.04163069496549416	0.16430683646358935	0.12851354893527292	0.18082447688329978	0.0026785714950820945	1.0	0.0	0.9999999892409088	1.0412699177000808e-08	0.0009852216915514017	2.2504564823771267e-05	7.424681905707538e-07	8.198068794159439e-09	1.0071596401198511e-07	1.668867209490403e-08	3.131391161486448e-10	3.9998019154588767e-10	0.0	0.0	1.0	0.068500443646854	0.2086250334876369	0.0030313936719674485	0.0	0.0005249344157822857	0.7999999999999998	0.7199999999999999	0.5454545454545453	0.12184990307394047	0.4256485202776755	0.3846153846153846	0.6444444444444443	0.3888888888888889	0.38356164383561653	0.3443766346992151	0.15579322638146137	0.11297852474323064	0.3164556962025316	0.2077922077922078	0.23529411764705882	0.17350272232304834	0.05633151419850128	0.21374045801526687	0.05973154361635641	1.0	1.0	0.4982571452254768	0.0	0.8526785714285718	0.0	0.5348837209302325	0.298136645962733	0.44168048645660585	0.37278106508875736	0.37400530503978774	0.2788184438040346	0.34524090727552265	0.44168048645660585	0.28632360559926967	0.5102934869903778	6.920042344156298e-08	4.1695919442671645e-09	8.759994424244006e-09	0.0015413532674812722	0.751877984165433	0.7220738808936656	5.69599517466858e-05	0.9849400913554428	0.002797202862197413	0.7453805204733984	0.14395393474088364	4.6551703021794483e-07	0.20000000000000046	0.262499999999998	0.0037583254056375594	0.7129479302765358	0.9111992059604546	0.8137855263520988	0.1154178110427099	0.4890948629740727	0.006188925232589292
13_8	0.5340548675776182	0.6489033547922399	0.6613751362743595	0.003321033270964251	0.5771075549234767	0.005284552977927901	0.24695299712538515	0.2423183078157153	0.19730525099737609	0.2770959264642975	0.18285865370637883	0.2490652856526753	0.17489333268146326	0.2291412162186816	0.2469529971253877	0.24231830781571423	0.19730525099737495	0.2770959264642961	0.1828586537063779	0.24906528565267633	0.17489333268146365	0.22914121621868144	0.0017857143444911534	1.0	0.0	0.9999999911426107	8.510997770508975e-09	0.0010344827733332752	2.2229326561160163e-05	7.473329427616051e-07	8.325563748373944e-09	1.0201553349021421e-07	1.7093042115338236e-08	3.2130444401816434e-10	4.0245031979226007e-10	0.0	0.0	1.0	0.06716947647612993	0.1918166512036754	0.0034821833289432795	0.0	0.0013123359821647102	0.5999999999999998	0.35999999999999993	0.3030303030303029	0.20700636942675094	0.5630252100840318	0.3504273504273502	0.4111111111111111	0.3611111111111111	0.2602739726027398	0.21714818266542485	0.136969696969697	0.1523809523809523	0.24683544303797472	0.15584415584415587	0.1372549019607843	0.17927001411574975	0.07755788186750202	0.31642880849651445	0.06272930648035721	1.0	1.0	0.49925511944128675	0.008032128514056226	0.8458297475616767	0.0	0.40697674418604646	0.28819875776397513	0.3634144094343101	0.32347140039447725	0.3222811671087533	0.18876080691642644	0.22927056032344334	0.36341440943430997	0.2297703332807977	0.7007882677389511	4.717702100247272e-08	1.5757167952476652e-09	1.0066287562544122e-08	0.005292558662155804	0.8599824385361436	0.8348596932187549	0.00011633080536647898	0.9872840742357794	0.002797202848629194	0.8036962341907741	0.1420345489443386	6.451576568657571e-07	0.19545454545454594	0.3624999999999979	0.018839200764204575	0.8161364257413914	0.9307335569636856	0.7807458949664102	0.10769649771272707	0.4686589458107856	0.009771987111557159
13_9	0.26856223579702215	0.9100215454799828	0.5009829550541588	0.003690036967738057	0.541155514658724	0.0048780489172636915	0.2695374633176621	0.23146270473502012	0.22107014784086126	0.249645727876958	0.2230090245813739	0.1789065854998355	0.21984979466706173	0.20644903731917402	0.26953746331766343	0.2314627047350196	0.2210701478408592	0.2496457278769569	0.22300902458137278	0.17890658549983637	0.21984979466706006	0.20644903731917158	0.0017857143444911534	1.0	0.0	0.9999999899523322	9.701276600798285e-09	0.0012807881908447867	2.008240053730738e-05	7.149536216890628e-07	8.145557307104032e-09	1.0228236906458799e-07	1.6808973955344383e-08	3.0574141394500895e-10	4.1785853347362567e-10	0.0	0.0	1.0	0.06220053237699952	0.22422316381299506	0.007556287053206498	0.0	0.0010498688086481697	0.6333333333333332	0.44000000000000006	0.3636363636363637	0.17515923566878985	0.5017301038062268	0.35444947209653066	0.6333333333333331	0.3888888888888889	0.410958904109589	0.33740191804707903	0.14343434343434372	0.10493827160493827	0.36075949367088617	0.2207792207792208	0.24183006535947715	0.18850247706872006	0.06340408273624441	0.22497553337247994	0.0690380313127582	1.0	1.0	0.49905776122935375	0.0	0.8526785714285718	0.0	0.3837209302325581	0.27826086956521745	0.3364811743750384	0.2603550295857988	0.2778514588859417	0.26512968299711803	0.25491050272673627	0.3364811743750384	0.22037644621484764	0.5518427889586623	7.99888299494949e-08	8.812310728093573e-09	6.9535692997060645e-09	0.0003933725277307348	0.820411474625873	0.7302737011217548	4.7264392820659105e-05	0.9832890132112129	0.0034965035675706023	0.5973154160750686	0.14011516314779346	7.080644911822743e-07	0.19545454545454594	0.33749999999999897	0.03320647002990377	0.7382956860834621	0.8956138925624124	0.7672142766721005	0.13016832850758164	0.4860184709419574	0.005211726527121615
14_1	0.34713691128958984	0.6489033547922399	0.7797355749097399	0.003690036978477478	0.6812650315325889	0.006097561134748792	0.2127710721332831	0.22143487518622934	0.2943916662529526	0.2534843821232013	0.13586817273865526	0.20101448584186116	0.2893007134790659	0.23725840680879456	0.21277107213328533	0.22143487518622867	0.2943916662529516	0.253484382123204	0.13586817273865529	0.2010144858418615	0.28930071347906633	0.23725840680879356	0.002380952433335975	1.0	0.0	0.9999999974878724	2.1657386743241864e-09	0.0017733990287352082	2.6989408289769375e-07	6.011748185074149e-08	2.472226919164867e-09	1.959851303708582e-08	6.335037249885738e-09	3.536608492660436e-10	7.514584675591766e-10	0.0	0.0	1.0	0.06845607807113943	0.3788658453310773	0.05495080565324857	0.25	0.0013123359745259096	0.8666666666666665	0.5200000000000002	0.6969696969696969	0.2246992215145077	0.34813925570228227	0.20146520146520147	0.3444444444444445	0.27777777777777773	0.2739726027397262	0.2385428907168043	0.10862470862470888	0.10866910866910873	0.12025316455696203	0.12337662337662339	0.1372549019607843	0.10163339382940106	0.03476732635439746	0.22814470627281763	0.0747203579350608	1.0	1.0	0.49917172597466103	0.0	0.8526785714285718	0.0	0.2441860465116279	0.2583850931677018	0.3139242061298445	0.29585798816568054	0.2785145888594164	0.19668587896253606	0.1904507466251373	0.3139242061298447	0.2232256950488562	0.6400565319233158	3.144734495533445e-08	6.451393214762921e-09	3.370733248296253e-09	0.00016044883700598283	0.920205980519303	0.6887621855455618	5.802900906585184e-05	0.9736988096757416	0.002564102624811647	0.3466182103812038	0.12476007677543252	4.541604562907189e-08	0.10227272727272776	0.2875000000000005	0.003710751665466841	0.613960559115374	0.8429811362721849	0.6970803552362453	0.18627145900784498	0.7378359961672469	0.008143322624564514
14_10	0.5245602275911193	0.683102757732102	0.5792208205566801	0.004797048036580632	0.43434021487574725	0.004878048905432866	0.20754609756091624	0.1462761268776492	0.1966950726925259	0.28072713213182116	0.11472506566165926	0.0796458418985114	0.15126253638038525	0.23838864389841435	0.20754609756091774	0.14627612687764938	0.19669507269252492	0.28072713213182127	0.11472506566165894	0.0796458418985126	0.15126253638038478	0.2383886438984157	0.0026785714950820945	1.0	0.0	0.9999999982157874	1.4378237045768921e-09	0.00108374385081409	2.0909863019118592e-07	4.525712461487565e-08	1.4767256999586761e-09	1.1198498071737944e-08	3.330950705847182e-09	2.190738550357369e-10	4.6100886267354993e-10	0.0	0.0	1.0	0.061047027496221894	0.365215925730098	0.04871665884560781	0.29166666666666663	0.0005249344386986873	0.6666666666666667	0.5999999999999999	0.6969696969696969	0.11942675159235669	0.24009603841536614	0.23809523809523808	0.5111111111111111	0.3611111111111111	0.43835616438356173	0.28424976700838694	0.10685805422647562	0.08939014202172095	0.29113924050632906	0.15584415584415587	0.22222222222222227	0.21550043691604426	0.05467682093341132	0.14427480916030525	0.06326621923149706	1.0	1.0	0.4991716721552457	0.004016064257028113	0.8492541594951242	0.0	0.26744186046511625	0.23354037267080746	0.23077513666236715	0.22485207100591714	0.19297082228116708	0.08357348703170028	0.10085625981567947	0.2307751366623672	0.17093766189411355	0.5498715313131247	5.3873901996681985e-08	8.612853688529388e-10	1.5627883611407758e-09	0.0012957216460073673	0.7850381074454607	0.6906043057756203	0.0006604402620874031	0.9726608184683118	0.003263403330184836	0.4211280440584094	0.097888675623801	3.4792395177009784e-08	0.08636363636363642	0.4499999999999985	0.03734538534859911	0.7219797704609806	0.8622028487898614	0.7389368204729748	0.16642071379572793	0.6485756146988607	0.007166123919096835
14_11	0.23227352302753096	1.0	0.5988601808892241	0.0029520296064087076	0.4324692069800852	0.004065040748611975	0.2284473762638668	0.19736586947660398	0.1837380128351596	0.2199321750957845	0.20170557895826519	0.1316191195266105	0.14090886020622784	0.18210423071214385	0.22844737626386907	0.19736586947660387	0.18373801283515917	0.21993217509578217	0.20170557895826396	0.13161911952661115	0.14090886020622737	0.1821042307121435	0.002380952433335975	1.0	0.0	0.9999999979548064	1.69880466398261e-09	0.0009852216886840172	2.404596446451323e-07	4.2198731901640595e-08	1.5326477950141467e-09	1.2334698496802139e-08	3.4668207415869293e-09	2.7914310558859495e-10	4.928131379710053e-10	0.0	0.0	1.0	0.07697426795628498	0.42393860898935964	0.09804580553555439	0.29166666666666663	0.0007874015816600256	0.7666666666666665	0.5599999999999998	0.484848484848485	0.1692926583975873	0.4621848739495781	0.3357753357753359	0.42222222222222217	0.34722222222222227	0.2602739726027398	0.23552123552123444	0.14084848484848483	0.14603174603174604	0.29113924050632906	0.18181818181818185	0.11764705882352941	0.18277618406416446	0.10826010544815454	0.46916030534351083	0.0777628635252861	1.0	1.0	0.49917172848810953	0.0	0.8526785714285718	0.0	0.3023255813953489	0.2683229813664596	0.30008906086849707	0.2938856015779093	0.2566312997347481	0.15417867435158508	0.15923894552435278	0.30008906086849707	0.21388361250610996	0.5327258049378967	2.9000733799814103e-08	1.3882086124901947e-09	1.84833401046777e-09	0.0008710175012670157	0.7989123722552779	0.7003944212238078	0.00028119905223762546	0.9758017603992984	0.0025641026112434274	0.46637493503302696	0.10748560460652656	6.185929559437229e-08	0.09090909090909095	0.24999999999999836	0.0038058991444235987	0.6549163338460194	0.9071325820759821	0.5047013689899725	0.1837870423814349	0.7378809025041184	0.007166123928576904
14_12	0.33739793414267444	0.86871629555783	0.3176988830420749	0.003321033270964251	0.2905251302849106	0.004471544856599484	0.11716176407961765	0.14929958446879746	0.20085300937228462	0.2453658640462068	0.054939987659332876	0.07632453420571951	0.17512182373116197	0.21109272059763767	0.11716176407961973	0.14929958446879663	0.20085300937228473	0.24536586404620625	0.054939987659332626	0.07632453420571918	0.17512182373116067	0.211092720597636	0.0020833333975754185	1.0	0.0	0.9999999982593868	1.3942245187259587e-09	0.015369458143901582	1.8335756101305203e-07	3.216317487462384e-08	1.1467913530954514e-09	9.527970900669168e-09	2.899411915601585e-09	2.2590229408201962e-10	3.6678103334832743e-10	0.0	0.0	1.0	0.07466725819731186	0.4233147473376889	0.10183662909292443	0.20833333333333331	0.0007874015969376265	0.7333333333333334	0.5200000000000002	0.7272727272727273	0.17515923566878985	0.2593451173572877	0.19009725906277639	0.7222222222222222	0.4305555555555557	0.5068493150684931	0.35135135135135137	0.13516560958421425	0.09376153562200082	0.3734177215189872	0.2077922077922078	0.2679738562091503	0.20943738656987282	0.0586504271058977	0.17024676016332313	0.07821029081876991	1.0	1.0	0.4991717500690885	0.0	0.8526785714285718	0.0	0.26744186046511625	0.2683229813664596	0.33064615195626795	0.30374753451676534	0.2805039787798408	0.19380403458213255	0.21399079896436551	0.3306461519562682	0.23638404421252196	0.3856339380308558	2.8770348955589177e-08	1.0888303636653147e-10	1.1143076329504468e-09	0.008681243428629927	0.717651118689168	0.5607519327029491	0.0028568532048077193	0.9745250380029888	0.003729603798172259	0.5379616863119835	0.10172744721689123	2.3489144476109777e-08	0.07727272727272734	0.47500000000000064	0.033729781163473575	0.902522837767185	0.9723831713569882	0.8161137267035399	0.08365953103867842	0.664556041813806	0.005537459432104196
14_13	0.20148570602834553	0.6810819289890285	0.48895673472567946	0.0036900369784774777	0.26124937367781487	0.004878048940925342	0.1899267928547024	0.1565060569040664	0.14874493753528853	0.18233070346274088	0.13302884176556856	0.0773034209965565	0.11636721707921518	0.14972140956252586	0.18992679285470399	0.1565060569040653	0.14874493753528806	0.18233070346273791	0.13302884176556826	0.07730342099655728	0.11636721707921563	0.1497214095625269	0.0017857143618148618	1.0	0.0	0.9999999985237038	1.129907366465262e-09	0.021330049278934882	1.871929732541445e-07	3.0273745690143664e-08	9.5917556139739e-10	8.08322172617164e-09	2.2884345891520494e-09	1.4644108661054582e-10	2.829471424079694e-10	0.0	0.0	1.0	0.061535048794219914	0.36751900180793917	0.05606232770753765	0.16666666666666669	0.00026246722698814416	0.7333333333333334	0.5200000000000002	0.6969696969696969	0.17515923566878985	0.27611044417767083	0.20146520146520147	0.6888888888888889	0.4722222222222223	0.5068493150684931	0.29875821767713723	0.12840028188865357	0.10483573274270952	0.5759493670886077	0.2077922077922078	0.32026143790849665	0.337205081669692	0.0783969123677589	0.11839544978296637	0.0687695749371883	1.0	1.0	0.4991717423264014	0.0	0.8526785714285718	0.0	0.3023255813953489	0.298136645962733	0.3437288864320374	0.3353057199211045	0.2911140583554377	0.18371757925072044	0.19313558732646058	0.3437288864320374	0.25080297013026565	0.07525429235165196	2.8525629031278132e-08	1.8480420173784136e-11	4.284919143592306e-10	0.01995907040016798	0.7045533580556128	0.27278838132137506	0.0002923686402541384	0.8982419742796857	0.003263403323400727	0.6393337575653917	0.08253358925144015	2.026538625700812e-08	0.08181818181818187	0.3624999999999979	0.031731684109535835	0.7201447890171442	0.8889321967835062	0.7617895458123894	0.14953345833280454	0.6007431435981818	0.011074918712527412
14_14	0.3472773809885784	0.9100215454799828	0.507795342176305	0.003321033292443093	0.3926063533965097	0.0040650407604428005	0.14544602514831076	0.1770460473492266	0.2453264705475901	0.4009018804957075	0.11336207399018242	0.19115590949039565	0.23157660429927812	0.3120255674908924	0.14544602514831267	0.17704604734922588	0.245326470547588	0.4009018804957115	0.11336207399018203	0.19115590949039693	0.2315766042992778	0.31202556749089133	0.0017857143531530076	1.0	0.0	0.9999999981211551	1.5324557576444883e-09	0.0016748768594367024	1.8371206976626437e-07	4.034560413116981e-08	1.415120353549757e-09	9.566048729365881e-09	3.091493439823491e-09	2.5302060506632813e-10	4.737300027265317e-10	0.0	0.0	1.0	0.06335403725777744	0.40306163117383964	0.07502232325937185	0.20833333333333331	0.0015748031633200511	0.7333333333333334	0.31999999999999995	0.4242424242424242	0.30377266046055934	0.5064130915524119	0.22267206477732765	0.6111111111111108	0.34722222222222227	0.4794520547945205	0.3667953667953666	0.11899482631189914	0.07665505226480841	0.38607594936708856	0.17532467532467533	0.22222222222222227	0.26001209921355073	0.07518062878344071	0.1781170483460557	0.06487695748361363	1.0	1.0	0.4991716923658128	0.0	0.8526785714285718	0.0	0.2558139534883721	0.2285714285714286	0.23854492967262458	0.22879684418145957	0.20424403183023876	0.11311239193083569	0.11341505577853808	0.23854492967262447	0.16639613193477065	0.48697723901530876	2.5632120527125656e-08	5.935895003297612e-10	1.8865350839785456e-09	0.0024905853704875755	0.7953286497385827	0.6367374132140852	0.00020568402897142506	0.9693167542070869	0.0027972028486291938	0.4913880614398122	0.09980806142034614	2.7891143890943007e-08	0.07727272727272734	0.21249999999999952	0.017840152235851094	0.7326311171635641	0.8966519429707999	0.8562960848020189	0.1104575988950878	0.7348697257088911	0.004885993622139035
14_15	0.744914379814097	0.7659832670946712	0.5005647625150499	0.0029520296171481283	0.3730294128843882	0.0048780489172636915	0.24876715116247064	0.1973427924166684	0.20584657270936318	0.24324391509543514	0.1498621580465927	0.19303192391983456	0.17849094018339523	0.1969562769132638	0.2487671511624731	0.19734279241666755	0.20584657270936035	0.24324391509543647	0.14986215804659248	0.1930319239198355	0.17849094018339512	0.19695627691326315	0.0017857143444911534	1.0	0.0	0.9999999982924728	1.3611384432065375e-09	0.0013300492769277345	1.7784194703275498e-07	3.9020288711675217e-08	1.1300818598683355e-09	8.606519962987143e-09	2.63329116394154e-09	2.344461551161788e-10	3.536938163588228e-10	0.0	0.0	1.0	0.06357586511827354	0.4355411728065387	0.12160354130480575	0.16666666666666669	0.0007874016198540282	0.7000000000000001	0.44000000000000006	0.4242424242424242	0.2030254777070064	0.4798761609907124	0.3036437246963564	0.5888888888888887	0.34722222222222227	0.38356164383561653	0.35135135135135137	0.1415329768270943	0.09897292250233426	0.44303797468354433	0.18181818181818185	0.30065359477124176	0.29096657104385	0.06253661394258911	0.10197201017811688	0.053288590598775644	1.0	1.0	0.4991718948400593	0.0	0.8526785714285718	0.0	0.34883720930232565	0.3043478260869565	0.3607272280572448	0.3392504930966469	0.31498673740053057	0.21974063400576366	0.22006517935318093	0.3607272280572448	0.26397858746850017	0.28484301554723845	2.9796262605128346e-08	4.295283184709845e-10	8.091768275418651e-10	0.0013625384251184903	0.7484381543489026	0.4618814982815448	0.00026286007097756114	0.9211255221138449	0.0032634033234007266	0.5787937941596988	0.08637236084453037	3.2946014467809236e-08	0.08409090909090913	0.31249999999999967	0.006041864890907146	0.9487566831915876	0.939615370987586	0.838878803691389	0.07599378361335261	0.6516260066817222	0.007166123909616772
14_16	0.5015361482749155	0.6690463116828991	0.6425276700333	0.003690036967738057	0.5269032579170166	0.006504065195412999	0.2359649530555344	0.16027165264496937	0.17742421837356429	0.332923170198344	0.14935744542497353	0.13009244604143455	0.16923636194934796	0.2942464466975125	0.23596495305553594	0.16027165264496895	0.17742421837356295	0.33292317019834533	0.14935744542497217	0.1300924460414368	0.1692363619493467	0.2942464466975111	0.0023809524419978294	1.0	0.0	0.9999999978196408	1.8339703294847985e-09	0.0015763546915718862	2.694230297375072e-07	5.08494277426466e-08	1.820972877398912e-09	1.4151862922494198e-08	4.2118982946507245e-09	2.922537134584817e-10	5.527009601841145e-10	0.0	0.0	1.0	0.0926796805584345	0.37570608431405483	0.05968946408711036	0.25	0.0013123360050811118	0.5999999999999998	0.44000000000000006	0.484848484848485	0.16122611464968156	0.34213685474189903	0.2625152625152625	0.3999999999999999	0.29166666666666663	0.23287671232876722	0.27027027027027023	0.14624505928853723	0.13388543823326507	0.2848101265822784	0.16233766233766236	0.15686274509803919	0.2014519056261337	0.07854535622549688	0.2770405167351742	0.06899328858393061	1.0	1.0	0.4991717737980893	0.0	0.8526785714285718	0.0	0.39534883720930225	0.28819875776397513	0.3348535102266446	0.30769230769230765	0.2785145888594164	0.1829971181556196	0.19436616232923268	0.3348535102266446	0.24101191504571448	0.5439053490025448	3.092356145316284e-08	1.0107654581924191e-09	2.5744897343291094e-09	0.0019353489749614696	0.8483892928137815	0.6760197442610523	0.00033102929467450153	0.976476892897155	0.002797202868981522	0.41495913886753766	0.1094049904030717	5.040026018853477e-08	0.0931818181818187	0.32499999999999923	0.018030447193764624	0.6462867409950277	0.8998732885867124	0.649809754839241	0.14823319444545138	0.749579001069696	0.006514658128091809
14_17	0.4884652766228833	0.86871629555783	0.8134908819257347	0.002952029595669287	0.823976896696748	0.004471544844768659	0.33507638585716376	0.2285723621452535	0.34450693612674893	0.32415483907639103	0.20487468000406156	0.20725131503531213	0.3084755730184909	0.31001461109680756	0.33507638585716665	0.2285723621452537	0.34450693612674904	0.3241548390763914	0.20487468000406106	0.20725131503531352	0.30847557301849166	0.3100146110968084	0.0023809524506596836	1.0	0.0	0.9999999972054134	2.4481976142889416e-09	0.01699507390721959	3.2829041448375127e-07	7.984496982963017e-08	3.215160309805371e-09	2.9521296331686163e-08	9.49927377064142e-09	3.7552894725997706e-10	8.585174068573627e-10	0.0	0.0	1.0	0.07657497780326011	0.3184194633712551	0.027166029693785343	0.29166666666666663	0.0015748031709588515	0.5	0.35999999999999993	0.33333333333333337	0.15923566878980927	0.4201680672268907	0.32051282051282043	0.32222222222222213	0.31944444444444453	0.23287671232876722	0.18503118503118482	0.11673254281949966	0.14768806073153967	0.06329113924050635	0.05844155844155845	0.06535947712418301	0.1132788868723528	0.041007615700058356	0.245801526717557	0.08340044742006318	1.0	1.0	0.4991712948870529	0.0	0.8526785714285718	0.0	0.39534883720930225	0.33788819875776394	0.40794484368282047	0.39053254437869817	0.3494694960212202	0.2255043227665706	0.25621100802218477	0.40794484368282047	0.2927128302580814	0.7538079153329439	3.503346892545047e-08	3.0795013514360616e-09	5.211258663336821e-09	0.0011843921090303065	0.9148184269597139	0.8086355204180935	0.0024589508863066254	0.9947030771925103	0.0030303030792308504	0.3366083486430704	0.1305182341650679	5.8793512152737544e-08	0.13636363636363688	0.2875000000000005	0.0056137012418323515	0.5449863080401328	0.8044643962509876	0.7284261218724787	0.2247846550254427	0.6701477676730035	0.010097720035499903
